parkplatz_id,latitude,longitude,nearest_station_id,nearest_station_dist_km,station_id,road_class,road_number,road_suffix,station_lat,station_lon
DE-NI-372502,52.23875,9.92953,3377,3.1624440681680928,3377,B,6,,52.22383488921981,9.889992521703109
DE-NW-000038,51.373962,7.421348,5124,4.150272901419715,5124,A,1,,51.4009931292524,7.462590626508746
DE-TH-073011,50.55955,10.729926,4383,5.886077779634621,4383,A,73,,50.51415751648505,10.772772447042097
DE-TH-038031,51.433895,10.622489,4373,5.404012562563379,4373,A,38,,51.46142567021809,10.686750266830895
DE-MV-190022,53.96751,12.198272,1604,3.3366009598581705,1604,A,19,,53.99748291796626,12.200693857197084
DE-SH-007206,54.275204,9.77614,1260,2.110679019776325,1260,A,7,,54.29264925052738,9.763324389933038
DE-RP-000165,49.214924,7.496941,7005,6.524222608401582,7005,B,10,,49.23123117713567,7.583238121475611
DE-BY-000186,50.32915,9.77865,6911,15.643634377417492,6911,B,279,,50.438481806871216,9.917504542165242
DE-NI-292003,53.05207,9.01387,2402,2.7661736245763806,2402,A,27,,53.0496272497276,8.972685017491791
DE-BB-425003,51.75541,14.12648,3610,17.38725697298091,3610,A,13,,51.68516824176982,13.900971808548446
DE-TH-001144,50.958145,11.84638,4320,3.772933666037878,4320,A,9,,50.924508449613334,11.839304177699802
DE-BW-005005,49.58383,8.63407,6940,2.524077491446427,6940,A,5,,49.60637113100121,8.629939910852995
DE-MV-140009,53.79239,11.605272,1711,6.900947515614313,1711,B,192,,53.85287306550921,11.628834149907494
DE-HE-300014,50.055004,8.908237,6112,1.8287302765195401,6112,B,45,,50.067033038769615,8.890767260622649
DE-BB-264901,53.39425,13.992517,1739,12.621423447771962,1739,B,104,,53.48916366737932,14.097028883031646
DE-MV-200029,53.5503,13.594277,1719,9.501799015789521,1719,B,104,,53.46682131410423,13.624974973568715
DE-BW-081065,49.32585,9.413232,8084,13.092214089616936,8084,A,81,,49.216251681459475,9.347291569962207
DE-NI-005318,52.92955,9.833513,3412,7.465298641434737,3412,B,71,,52.99626624119805,9.821054380924316
DE-SN-000048,50.64921,12.488947,4113,4.7122479664944885,4113,A,72,,50.63224198630186,12.427713761062522
DE-NW-007365,50.803326,6.138967,5008,0.7330541781865317,5008,A,4,,50.802772930328565,6.128572396902534
DE-NW-000161,50.952003,7.200005,5015,3.887787065013338,5015,A,4,,50.95023278955696,7.144576822406919
DE-NI-262302,53.342873,9.65628,3347,10.386835426473285,3347,B,75,,53.3253417183156,9.809928857798818
DE-RP-000106,50.317417,7.497926,7140,1.1353337904391823,7140,A,61,,50.310006708754656,7.486926548061076
DE-NW-000305,51.65198,6.198643,5240,6.0956274497614595,5240,B,9,,51.686735447126544,6.1302883398941
DE-HE-700013,50.830666,9.57629,6808,2.8295986218716567,6808,A,7,,50.81471667200851,9.54490170918152
DE-BW-007025,48.523273,10.082484,8061,2.797805583476324,8061,A,7,,48.49816485221331,10.084949900047489
DE-BY-000240,48.36019,10.080646,9230,4.989867361307604,9230,A,7,,48.315969272741434,10.092130824131718
DE-BW-081555,49.357758,9.418227,8623,14.538393828475142,8623,B,292,,49.399892141791895,9.22811749121042
DE-SH-001207,54.36267,10.982374,1124,9.54421525463614,1124,A,1,,54.29984258926934,10.88208029567259
